student_id,academic_year,grade_level,class,excused_absences,unexcused_absences,behavior_score,conduct_grade,teacher_remarks
S074,2024-2025,11,11B1,4,2,72,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S074,2025-2026,12,12C1,4,2,80,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S075,2023-2024,10,10A2,2,1,72,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S075,2024-2025,11,11B1,3,0,77,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S075,2025-2026,12,12C1,3,2,69,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S076,2023-2024,10,10A2,4,0,71,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S076,2024-2025,11,11B1,1,0,84,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S076,2025-2026,12,12C1,2,0,83,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S077,2023-2024,10,10A1,2,0,80,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S077,2024-2025,11,11B2,4,2,73,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S077,2025-2026,12,12C1,2,0,74,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S078,2023-2024,10,10A1,1,2,76,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S078,2024-2025,11,11B2,4,0,83,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S078,2025-2026,12,12C1,4,2,78,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S079,2023-2024,10,10A2,2,2,74,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S079,2024-2025,11,11B2,1,2,65,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S079,2025-2026,12,12C1,1,2,80,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S080,2023-2024,10,10A2,3,1,66,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S080,2024-2025,11,11B1,5,1,66,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S080,2025-2026,12,12C1,1,0,72,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S081,2023-2024,10,10A1,3,0,76,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S081,2024-2025,11,11B1,5,1,76,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S081,2025-2026,12,12C1,2,1,83,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S082,2023-2024,10,10A2,3,2,67,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S082,2024-2025,11,11B2,3,2,84,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S082,2025-2026,12,12C1,4,2,74,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S083,2023-2024,10,10A1,4,2,68,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S083,2024-2025,11,11B2,5,0,78,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S083,2025-2026,12,12C1,1,0,84,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S084,2023-2024,10,10A1,5,1,84,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S084,2024-2025,11,11B1,1,0,78,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S084,2025-2026,12,12C1,2,2,79,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S085,2023-2024,10,10A2,4,1,77,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S085,2024-2025,11,11B1,5,2,84,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S085,2025-2026,12,12C1,4,0,82,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S086,2023-2024,10,10A1,3,0,80,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S086,2024-2025,11,11B2,5,1,68,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S086,2025-2026,12,12C1,1,2,73,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S087,2023-2024,10,10A2,7,4,46,Yếu,"Thuong xuyen di muon, chua hoan thanh bai tap, can chu y ky luat."
S087,2024-2025,11,11B1,4,3,47,Yếu,"Thuong xuyen di muon, chua hoan thanh bai tap, can chu y ky luat."
S087,2025-2026,12,12C1,4,4,61,Trung bình,"Y thuc to chuc ky luat chua cao, hay noi chuyen rieng, luc hoc yeu kem."
S088,2023-2024,10,10A1,2,0,79,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S088,2024-2025,11,11B1,4,2,82,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S088,2025-2026,12,12C1,2,0,73,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S089,2023-2024,10,10A2,1,1,77,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S089,2024-2025,11,11B1,2,0,67,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S089,2025-2026,12,12C1,4,2,74,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S090,2023-2024,10,10A1,0,0,99,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S090,2024-2025,11,11B2,1,0,95,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S090,2025-2026,12,12C1,2,0,85,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S091,2023-2024,10,10A1,2,1,67,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S091,2024-2025,11,11B1,3,2,76,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S091,2025-2026,12,12C1,3,1,71,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S092,2023-2024,10,10A2,2,1,69,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S092,2024-2025,11,11B2,5,0,79,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S092,2025-2026,12,12C1,4,2,74,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S093,2023-2024,10,10A2,5,0,82,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S093,2024-2025,11,11B2,2,2,78,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S093,2025-2026,12,12C1,2,1,82,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S094,2023-2024,10,10A2,1,0,99,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S094,2024-2025,11,11B1,0,0,92,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S094,2025-2026,12,12C1,1,0,91,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S095,2023-2024,10,10A2,4,5,51,Trung bình,"Nghi hoc nhieu khong phep, thai do hoc tap chua tot, can gia dinh nhac nho gap."
S095,2024-2025,11,11B1,3,8,57,Trung bình,"Vi pham quy che lop nhieu lan, nghi hoc vo toi va, can gia dinh phoi hop."
S095,2025-2026,12,12C1,4,10,60,Trung bình,"Nghi hoc nhieu khong phep, thai do hoc tap chua tot, can gia dinh nhac nho gap."
S096,2023-2024,10,10A1,4,0,67,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S096,2024-2025,11,11B1,4,1,83,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S096,2025-2026,12,12C1,2,1,77,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S097,2023-2024,10,10A1,1,1,68,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S097,2024-2025,11,11B2,1,0,83,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S097,2025-2026,12,12C1,2,1,83,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S098,2023-2024,10,10A2,1,2,73,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S098,2024-2025,11,11B1,3,2,83,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S098,2025-2026,12,12C1,3,2,72,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S099,2023-2024,10,10A2,2,0,99,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S099,2024-2025,11,11B2,0,0,95,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S099,2025-2026,12,12C1,2,0,99,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S100,2023-2024,10,10A1,2,8,53,Trung bình,"Y thuc to chuc ky luat chua cao, hay noi chuyen rieng, luc hoc yeu kem."
S100,2024-2025,11,11B2,2,5,62,Trung bình,"Nghi hoc nhieu khong phep, thai do hoc tap chua tot, can gia dinh nhac nho gap."
S100,2025-2026,12,12C1,7,4,45,Yếu,"Nghi hoc nhieu khong phep, thai do hoc tap chua tot, can gia dinh nhac nho gap."
S101,2023-2024,10,10A2,4,0,67,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S101,2024-2025,11,11B1,4,1,84,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S101,2025-2026,12,12C1,5,0,74,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S102,2023-2024,10,10A2,2,0,98,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S102,2024-2025,11,11B2,1,0,94,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S102,2025-2026,12,12C1,1,0,85,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S103,2023-2024,10,10A1,4,2,83,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S103,2024-2025,11,11B1,2,2,81,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S103,2025-2026,12,12C1,2,1,72,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S104,2023-2024,10,10A2,2,0,68,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S104,2024-2025,11,11B1,2,0,71,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S104,2025-2026,12,12C1,5,0,77,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S105,2023-2024,10,10A2,1,1,84,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S105,2024-2025,11,11B2,5,2,78,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S105,2025-2026,12,12C1,2,1,72,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S106,2023-2024,10,10A1,2,0,74,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S106,2024-2025,11,11B1,2,0,82,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S106,2025-2026,12,12C1,2,0,80,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S107,2023-2024,10,10A2,1,1,67,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S107,2024-2025,11,11B2,4,2,71,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S107,2025-2026,12,12C1,3,1,68,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S108,2023-2024,10,10A2,5,2,68,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S108,2024-2025,11,11B2,5,1,80,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S108,2025-2026,12,12C1,1,2,81,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S109,2023-2024,10,10A1,5,2,84,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S109,2024-2025,11,11B2,1,2,70,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S109,2025-2026,12,12C1,3,0,79,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S110,2023-2024,10,10A1,4,1,83,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S110,2024-2025,11,11B2,4,0,75,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S110,2025-2026,12,12C1,3,0,68,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S111,2023-2024,10,10A1,5,2,69,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S111,2024-2025,11,11B2,5,0,72,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S111,2025-2026,12,12C1,2,1,75,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S112,2023-2024,10,10A1,1,0,93,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S112,2024-2025,11,11B2,0,0,95,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S112,2025-2026,12,12C1,1,0,86,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S113,2023-2024,10,10A2,2,4,47,Yếu,"Thuong xuyen di muon, chua hoan thanh bai tap, can chu y ky luat."
S113,2024-2025,11,11B1,4,4,63,Trung bình,"Vi pham quy che lop nhieu lan, nghi hoc vo toi va, can gia dinh phoi hop."
S113,2025-2026,12,12C1,7,5,63,Trung bình,"Nghi hoc nhieu khong phep, thai do hoc tap chua tot, can gia dinh nhac nho gap."
S114,2023-2024,10,10A1,4,0,70,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S114,2024-2025,11,11B1,2,0,79,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S114,2025-2026,12,12C1,1,2,73,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S115,2023-2024,10,10A2,5,10,52,Trung bình,"Y thuc to chuc ky luat chua cao, hay noi chuyen rieng, luc hoc yeu kem."
S115,2024-2025,11,11B1,3,9,44,Yếu,"Thuong xuyen di muon, chua hoan thanh bai tap, can chu y ky luat."
S115,2025-2026,12,12C1,3,3,40,Yếu,"Vi pham quy che lop nhieu lan, nghi hoc vo toi va, can gia dinh phoi hop."
S116,2023-2024,10,10A2,6,9,46,Yếu,"Vi pham quy che lop nhieu lan, nghi hoc vo toi va, can gia dinh phoi hop."
S116,2024-2025,11,11B1,3,4,46,Yếu,"Y thuc to chuc ky luat chua cao, hay noi chuyen rieng, luc hoc yeu kem."
S116,2025-2026,12,12C1,6,9,52,Trung bình,"Thuong xuyen di muon, chua hoan thanh bai tap, can chu y ky luat."
S117,2023-2024,10,10A1,4,1,78,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S117,2024-2025,11,11B1,1,0,79,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S117,2025-2026,12,12C1,3,0,66,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S118,2023-2024,10,10A2,3,2,84,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S118,2024-2025,11,11B2,5,1,65,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S118,2025-2026,12,12C1,2,0,71,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S119,2023-2024,10,10A2,3,1,68,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S119,2024-2025,11,11B2,2,2,79,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S119,2025-2026,12,12C1,3,2,72,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S120,2023-2024,10,10A1,5,2,67,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S120,2024-2025,11,11B1,2,2,81,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S120,2025-2026,12,12C1,4,0,77,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S121,2023-2024,10,10A2,0,0,86,Tốt,"Cham ngoan, hoc gioi, co tu duy sang tao tot, tich cuc phat bieu."
S121,2024-2025,11,11B2,1,0,95,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S121,2025-2026,12,12C1,0,0,91,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S122,2023-2024,10,10A1,2,2,78,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S122,2024-2025,11,11B2,2,0,82,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S122,2025-2026,12,12C1,3,1,78,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S123,2023-2024,10,10A1,1,2,71,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S123,2024-2025,11,11B2,1,0,74,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S123,2025-2026,12,12C1,2,0,66,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S124,2023-2024,10,10A2,2,0,99,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S124,2024-2025,11,11B2,1,0,91,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S124,2025-2026,12,12C1,2,0,96,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S125,2023-2024,10,10A1,2,2,83,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S125,2024-2025,11,11B1,5,1,80,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S125,2025-2026,12,12C1,5,0,81,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S126,2023-2024,10,10A1,4,1,73,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S126,2024-2025,11,11B2,1,2,78,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S126,2025-2026,12,12C1,4,1,68,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S127,2023-2024,10,10A2,7,5,62,Trung bình,"Y thuc to chuc ky luat chua cao, hay noi chuyen rieng, luc hoc yeu kem."
S127,2024-2025,11,11B1,6,10,41,Yếu,"Thuong xuyen di muon, chua hoan thanh bai tap, can chu y ky luat."
S127,2025-2026,12,12C1,3,4,40,Yếu,"Thuong xuyen di muon, chua hoan thanh bai tap, can chu y ky luat."
S128,2023-2024,10,10A1,1,0,66,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S128,2024-2025,11,11B1,3,2,70,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S128,2025-2026,12,12C1,1,1,84,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S129,2023-2024,10,10A1,2,2,79,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S129,2024-2025,11,11B1,5,1,75,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S129,2025-2026,12,12C1,3,2,70,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S130,2023-2024,10,10A1,2,0,74,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S130,2024-2025,11,11B1,3,0,77,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S130,2025-2026,12,12C1,2,0,65,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S131,2023-2024,10,10A2,7,10,55,Trung bình,"Y thuc to chuc ky luat chua cao, hay noi chuyen rieng, luc hoc yeu kem."
S131,2024-2025,11,11B1,4,6,56,Trung bình,"Y thuc to chuc ky luat chua cao, hay noi chuyen rieng, luc hoc yeu kem."
S131,2025-2026,12,12C1,5,5,55,Trung bình,"Y thuc to chuc ky luat chua cao, hay noi chuyen rieng, luc hoc yeu kem."
S132,2023-2024,10,10A2,1,0,80,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S132,2024-2025,11,11B1,5,1,72,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S132,2025-2026,12,12C1,4,2,80,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S133,2023-2024,10,10A2,2,2,65,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S133,2024-2025,11,11B2,1,2,65,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S133,2025-2026,12,12C1,2,2,83,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S134,2023-2024,10,10A2,2,0,81,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S134,2024-2025,11,11B1,1,1,80,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S134,2025-2026,12,12C1,5,1,67,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S135,2023-2024,10,10A1,2,0,67,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S135,2024-2025,11,11B1,4,0,66,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S135,2025-2026,12,12C1,1,2,70,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S136,2023-2024,10,10A2,4,1,67,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S136,2024-2025,11,11B2,1,1,76,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S136,2025-2026,12,12C1,5,0,70,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S137,2023-2024,10,10A1,1,0,95,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S137,2024-2025,11,11B1,0,0,100,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S137,2025-2026,12,12C1,1,0,90,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S138,2023-2024,10,10A2,2,0,69,Khá,"Ngoan ngoan nhung con tram, it phat bieu, luc hoc o muc trung binh."
S138,2024-2025,11,11B2,5,0,65,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S138,2025-2026,12,12C1,4,0,65,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S139,2023-2024,10,10A2,5,1,76,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S139,2024-2025,11,11B2,1,1,75,Khá,"Y thuc hoc tap tot, co tien bo nhieu trong nam hoc, hoa dong voi ban be."
S139,2025-2026,12,12C1,4,1,71,Khá,"Can co gang tap trung hon nua, han che noi chuyen rieng trong lop."
S140,2023-2024,10,10A2,1,1,78,Khá,"Co y thuc ky luat tot, tiep thu bai nhanh, can phat huy hon cac mon tu nhien."
S140,2024-2025,11,11B1,2,0,67,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S140,2025-2026,12,12C1,3,0,80,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S141,2023-2024,10,10A1,3,5,55,Trung bình,"Nghi hoc nhieu khong phep, thai do hoc tap chua tot, can gia dinh nhac nho gap."
S141,2024-2025,11,11B1,4,8,44,Yếu,"Nghi hoc nhieu khong phep, thai do hoc tap chua tot, can gia dinh nhac nho gap."
S141,2025-2026,12,12C1,6,6,45,Yếu,"Nghi hoc nhieu khong phep, thai do hoc tap chua tot, can gia dinh nhac nho gap."
S142,2023-2024,10,10A1,0,0,97,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S142,2024-2025,11,11B2,1,0,88,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S142,2025-2026,12,12C1,1,0,99,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
S143,2023-2024,10,10A2,5,1,65,Khá,"Hoc luc trung binh kha, doi luc con chua tap trung nghe giang."
S143,2024-2025,11,11B2,3,1,77,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S143,2025-2026,12,12C1,2,1,83,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S144,2023-2024,10,10A1,2,2,74,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S144,2024-2025,11,11B2,2,2,76,Khá,"Cham ngoan, hoc luc kha gioi, di hoc day du va dung gio."
S144,2025-2026,12,12C1,3,2,74,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S145,2023-2024,10,10A1,0,0,97,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S145,2024-2025,11,11B1,2,0,85,Tốt,"Rat nang no, trach nhiem cao trong cong viec chung cua lop, ket qua xuat sac."
S145,2025-2026,12,12C1,0,0,91,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S146,2023-2024,10,10A1,4,2,70,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S146,2024-2025,11,11B2,5,0,73,Khá,"Con di hoc muon vai lan, chua hoan thanh day du bai tap ve nha."
S146,2025-2026,12,12C1,2,0,76,Khá,"Ngoan ngoan, le phep, hoan thanh tot cac nhiem vu duoc giao."
S147,2023-2024,10,10A2,0,0,93,Tốt,"Hoc sinh xuat sac toan dien, guong mau, tich cuc trong moi phong trao."
S147,2024-2025,11,11B1,2,0,86,Tốt,"Lop truong guong mau, hoc tot, tac phong nhanh nhen, giup do ban be tot."
