student_id,academic_year,grade_level,class,subject,factor_1,factor_2,factor_3,gpa
S056,2024-2025,11,11B1,Literature,8.0;5.9,5.8,6.8,6.56
S056,2024-2025,11,11B1,English,5.7;7.1,7.4,6.5,6.73
S056,2024-2025,11,11B1,Physics,7.4;7.6,6.6,7.1,7.07
S056,2024-2025,11,11B1,Chemistry,5.7;7.7,7.3,8.2,7.51
S056,2024-2025,11,11B1,Biology,6.1;7.3,7.2,7.8,7.31
S056,2024-2025,11,11B1,History,6.7;7.8,6.6,7.5,7.17
S056,2024-2025,11,11B1,Geography,7.7;7.6,7.9,8.1,7.91
S056,2025-2026,12,12C1,Math,6.9;8.1,6.0,8.4,7.46
S056,2025-2026,12,12C1,Literature,6.2;6.0,7.5,5.6,6.29
S056,2025-2026,12,12C1,English,7.1;6.8,6.1,8.5,7.37
S056,2025-2026,12,12C1,Physics,7.4;7.7,7.2,6.7,7.09
S056,2025-2026,12,12C1,Chemistry,5.8;8.4,5.1,6.9,6.44
S056,2025-2026,12,12C1,Biology,7.6;6.3,6.0,6.2,6.36
S056,2025-2026,12,12C1,History,5.6;5.7,7.3,7.8,7.04
S056,2025-2026,12,12C1,Geography,6.2;6.8,6.2,6.9,6.59
S057,2023-2024,10,10A2,Math,7.3;7.3,8.0,7.7,7.67
S057,2023-2024,10,10A2,Literature,6.5;7.1,6.1,8.3,7.24
S057,2023-2024,10,10A2,English,7.0;6.1,5.0,5.1,5.49
S057,2023-2024,10,10A2,Physics,8.2;5.8,7.8,7.5,7.44
S057,2023-2024,10,10A2,Chemistry,7.1;5.7,5.7,7.7,6.76
S057,2023-2024,10,10A2,Biology,7.0;5.6,6.0,7.7,6.81
S057,2023-2024,10,10A2,History,7.0;6.8,6.4,6.3,6.5
S057,2023-2024,10,10A2,Geography,8.1;7.5,7.4,7.4,7.51
S057,2024-2025,11,11B1,Math,7.7;5.8,6.3,5.8,6.21
S057,2024-2025,11,11B1,Literature,6.6;7.2,5.4,7.8,6.86
S057,2024-2025,11,11B1,English,6.5;6.7,5.2,5.5,5.73
S057,2024-2025,11,11B1,Physics,8.1;5.7,5.0,8.2,6.91
S057,2024-2025,11,11B1,Chemistry,5.6;6.3,5.5,5.4,5.59
S057,2024-2025,11,11B1,Biology,8.2;7.3,7.6,5.6,6.79
S057,2024-2025,11,11B1,History,7.7;7.8,6.4,5.6,6.44
S057,2024-2025,11,11B1,Geography,5.5;7.4,6.7,8.1,7.23
S057,2025-2026,12,12C1,Math,5.7;7.1,6.2,5.7,6.04
S057,2025-2026,12,12C1,Literature,5.7;6.2,7.1,6.3,6.43
S057,2025-2026,12,12C1,English,5.6;8.5,5.5,8.1,7.06
S057,2025-2026,12,12C1,Physics,8.3;6.1,6.3,5.4,6.17
S057,2025-2026,12,12C1,Chemistry,8.1;6.9,7.9,5.6,6.8
S057,2025-2026,12,12C1,Biology,7.1;6.3,6.3,6.4,6.46
S057,2025-2026,12,12C1,History,8.4;6.5,7.0,6.2,6.79
S057,2025-2026,12,12C1,Geography,6.5;8.5,7.2,5.7,6.64
S058,2023-2024,10,10A1,Math,6.4;7.6,5.2,8.2,7.0
S058,2023-2024,10,10A1,Literature,8.0;8.3,7.7,7.8,7.87
S058,2023-2024,10,10A1,English,5.6;6.4,6.6,5.0,5.74
S058,2023-2024,10,10A1,Physics,5.5;5.5,6.7,8.1,6.96
S058,2023-2024,10,10A1,Chemistry,8.1;7.0,7.2,7.8,7.56
S058,2023-2024,10,10A1,Biology,7.5;7.1,6.0,8.4,7.4
S058,2023-2024,10,10A1,History,8.2;7.9,7.1,5.7,6.77
S058,2023-2024,10,10A1,Geography,7.5;5.6,5.1,5.2,5.56
S058,2024-2025,11,11B2,Math,7.4;6.6,6.5,5.4,6.17
S058,2024-2025,11,11B2,Literature,5.9;7.4,5.8,5.2,5.79
S058,2024-2025,11,11B2,English,7.1;8.2,5.4,6.6,6.56
S058,2024-2025,11,11B2,Physics,6.8;6.5,6.3,6.8,6.61
S058,2024-2025,11,11B2,Chemistry,6.2;6.8,7.7,8.0,7.49
S058,2024-2025,11,11B2,Biology,7.9;6.3,7.1,6.7,6.93
S058,2024-2025,11,11B2,History,5.5;8.3,5.7,5.2,5.83
S058,2024-2025,11,11B2,Geography,8.4;5.7,6.6,5.8,6.39
S058,2025-2026,12,12C1,Math,8.1;6.6,6.2,7.1,6.91
S058,2025-2026,12,12C1,Literature,8.0;7.1,7.2,7.8,7.56
S058,2025-2026,12,12C1,English,8.0;7.8,6.1,5.9,6.53
S058,2025-2026,12,12C1,Physics,6.7;6.3,7.8,5.8,6.57
S058,2025-2026,12,12C1,Chemistry,6.8;7.5,5.3,5.9,6.09
S058,2025-2026,12,12C1,Biology,5.7;6.7,5.7,6.0,5.97
S058,2025-2026,12,12C1,History,5.6;6.9,6.0,5.3,5.77
S058,2025-2026,12,12C1,Geography,8.3;6.3,7.9,6.7,7.21
S059,2023-2024,10,10A2,Math,5.7;7.6,6.7,5.3,6.09
S059,2023-2024,10,10A2,Literature,6.2;7.8,7.7,5.2,6.43
S059,2023-2024,10,10A2,English,8.5;6.7,6.7,8.5,7.73
S059,2023-2024,10,10A2,Physics,5.9;6.6,6.5,5.7,6.09
S059,2023-2024,10,10A2,Chemistry,8.1;7.1,5.3,8.4,7.29
S059,2023-2024,10,10A2,Biology,7.3;5.6,5.1,7.6,6.56
S059,2023-2024,10,10A2,History,6.0;6.9,6.8,7.6,7.04
S059,2023-2024,10,10A2,Geography,7.5;7.3,5.3,6.3,6.33
S059,2024-2025,11,11B2,Math,6.3;6.1,7.2,5.8,6.31
S059,2024-2025,11,11B2,Literature,7.3;7.2,8.0,7.2,7.44
S059,2024-2025,11,11B2,English,5.9;6.4,6.1,8.3,7.06
S059,2024-2025,11,11B2,Physics,7.6;6.2,7.2,6.0,6.6
S059,2024-2025,11,11B2,Chemistry,5.7;7.6,5.1,7.6,6.61
S059,2024-2025,11,11B2,Biology,5.7;5.9,6.9,8.2,7.14
S059,2024-2025,11,11B2,History,7.4;7.6,6.4,6.2,6.63
S059,2024-2025,11,11B2,Geography,8.4;7.9,6.9,8.1,7.77
S059,2025-2026,12,12C1,Math,6.6;5.9,5.5,8.5,7.0
S059,2025-2026,12,12C1,Literature,8.2;5.5,7.9,6.7,7.09
S059,2025-2026,12,12C1,English,8.2;6.8,6.6,5.4,6.34
S059,2025-2026,12,12C1,Physics,7.2;6.2,6.1,6.9,6.61
S059,2025-2026,12,12C1,Chemistry,6.2;6.0,6.7,5.3,5.93
S059,2025-2026,12,12C1,Biology,6.9;7.0,5.5,5.1,5.74
S059,2025-2026,12,12C1,History,6.7;5.6,6.8,6.5,6.49
S059,2025-2026,12,12C1,Geography,7.1;7.3,5.3,6.1,6.19
S060,2023-2024,10,10A2,Math,7.0;6.9,7.8,7.8,7.56
S060,2023-2024,10,10A2,Literature,6.6;6.9,5.8,5.6,5.99
S060,2023-2024,10,10A2,English,5.9;6.8,7.0,8.0,7.24
S060,2023-2024,10,10A2,Physics,7.3;6.4,6.9,5.9,6.46
S060,2023-2024,10,10A2,Chemistry,8.4;5.6,6.0,8.0,7.14
S060,2023-2024,10,10A2,Biology,7.7;7.1,6.4,7.2,7.03
S060,2023-2024,10,10A2,History,7.7;6.9,7.8,7.0,7.31
S060,2023-2024,10,10A2,Geography,8.5;5.7,5.0,7.7,6.76
S060,2024-2025,11,11B1,Math,6.4;5.5,5.8,7.4,6.53
S060,2024-2025,11,11B1,Literature,7.8;7.5,7.2,7.1,7.29
S060,2024-2025,11,11B1,English,5.9;6.9,6.6,6.5,6.5
S060,2024-2025,11,11B1,Physics,7.0;8.0,6.8,6.1,6.7
S060,2024-2025,11,11B1,Chemistry,7.8;8.5,5.3,8.1,7.31
S060,2024-2025,11,11B1,Biology,6.5;6.7,7.1,6.8,6.83
S060,2024-2025,11,11B1,History,7.3;6.9,6.2,7.8,7.14
S060,2024-2025,11,11B1,Geography,8.5;8.3,6.9,6.9,7.33
S060,2025-2026,12,12C1,Math,8.0;8.4,5.6,7.7,7.24
S060,2025-2026,12,12C1,Literature,6.6;7.8,7.0,5.2,6.29
S060,2025-2026,12,12C1,English,7.8;7.5,5.2,7.7,6.97
S060,2025-2026,12,12C1,Physics,5.7;5.8,5.9,7.4,6.5
S060,2025-2026,12,12C1,Chemistry,7.4;6.6,6.9,7.4,7.14
S060,2025-2026,12,12C1,Biology,7.1;6.1,6.7,6.7,6.67
S060,2025-2026,12,12C1,History,6.3;5.9,6.6,8.0,7.06
S060,2025-2026,12,12C1,Geography,6.5;8.4,6.9,5.6,6.5
S061,2023-2024,10,10A2,Math,3.3;5.1,5.7,4.1,4.59
S061,2023-2024,10,10A2,Literature,3.3;4.1,3.4,4.1,3.79
S061,2023-2024,10,10A2,English,5.8;4.1,4.2,3.4,4.07
S061,2023-2024,10,10A2,Physics,5.7;3.8,5.3,5.0,5.01
S061,2023-2024,10,10A2,Chemistry,6.2;3.8,3.1,5.8,4.8
S061,2023-2024,10,10A2,Biology,3.0;5.6,3.2,4.3,3.99
S061,2023-2024,10,10A2,History,5.1;4.5,4.0,3.6,4.06
S061,2023-2024,10,10A2,Geography,5.1;3.5,4.2,3.4,3.89
S061,2024-2025,11,11B2,Math,5.2;6.4,5.2,5.9,5.67
S061,2024-2025,11,11B2,Literature,6.5;5.6,3.8,3.2,4.19
S061,2024-2025,11,11B2,English,4.9;4.2,5.2,5.3,5.06
S061,2024-2025,11,11B2,Physics,3.7;3.3,4.4,4.6,4.23
S061,2024-2025,11,11B2,Chemistry,5.6;5.8,4.5,3.2,4.29
S061,2024-2025,11,11B2,Biology,5.4;5.3,4.5,4.5,4.74
S061,2024-2025,11,11B2,History,5.4;4.1,3.3,3.9,3.97
S061,2024-2025,11,11B2,Geography,5.0;5.4,4.0,4.1,4.39
S061,2025-2026,12,12C1,Math,3.3;5.1,4.7,3.9,4.21
S061,2025-2026,12,12C1,Literature,4.0;3.6,5.6,4.9,4.79
S061,2025-2026,12,12C1,English,5.0;3.6,3.8,5.6,4.71
S061,2025-2026,12,12C1,Physics,5.3;5.9,4.4,5.6,5.26
S061,2025-2026,12,12C1,Chemistry,6.3;5.0,3.3,5.6,4.96
S061,2025-2026,12,12C1,Biology,5.2;6.3,3.3,3.8,4.21
S061,2025-2026,12,12C1,History,3.9;6.0,4.5,4.2,4.5
S061,2025-2026,12,12C1,Geography,6.3;5.3,4.0,2.6,3.91
S062,2023-2024,10,10A2,Math,5.9;4.4,5.1,3.3,4.34
S062,2023-2024,10,10A2,Literature,5.3;3.1,3.5,3.4,3.66
S062,2023-2024,10,10A2,English,3.3;4.9,6.0,5.4,5.2
S062,2023-2024,10,10A2,Physics,4.5;4.9,4.6,4.9,4.76
S062,2023-2024,10,10A2,Chemistry,4.8;3.8,4.3,3.4,3.91
S062,2023-2024,10,10A2,Biology,3.1;4.1,3.5,3.6,3.57
S062,2023-2024,10,10A2,History,5.3;4.0,5.6,3.0,4.21
S062,2023-2024,10,10A2,Geography,4.7;5.2,5.7,3.9,4.71
S062,2024-2025,11,11B1,Math,4.8;6.1,3.9,5.1,4.86
S062,2024-2025,11,11B1,Literature,3.5;5.9,3.7,5.2,4.63
S062,2024-2025,11,11B1,English,6.3;3.2,3.5,4.5,4.29
S062,2024-2025,11,11B1,Physics,4.9;4.1,5.1,3.8,4.37
S062,2024-2025,11,11B1,Chemistry,4.1;5.6,3.2,4.6,4.27
S062,2024-2025,11,11B1,Biology,5.5;6.4,3.5,2.8,3.9
S062,2024-2025,11,11B1,History,4.6;6.1,4.8,4.3,4.74
S062,2024-2025,11,11B1,Geography,5.2;3.8,4.3,5.8,5.0
S062,2025-2026,12,12C1,Math,5.0;4.1,4.1,2.9,3.71
S062,2025-2026,12,12C1,Literature,5.0;4.9,4.0,4.4,4.44
S062,2025-2026,12,12C1,English,4.3;4.4,4.4,3.7,4.09
S062,2025-2026,12,12C1,Physics,4.8;4.6,3.3,5.4,4.6
S062,2025-2026,12,12C1,Chemistry,6.5;3.7,5.9,2.9,4.39
S062,2025-2026,12,12C1,Biology,4.3;3.3,5.1,3.6,4.09
S062,2025-2026,12,12C1,History,3.1;5.3,3.1,5.7,4.53
S062,2025-2026,12,12C1,Geography,4.7;5.7,5.6,4.4,4.97
S063,2023-2024,10,10A2,Math,6.3;6.9,6.4,7.2,6.8
S063,2023-2024,10,10A2,Literature,6.4;7.0,6.0,5.7,6.07
S063,2023-2024,10,10A2,English,7.6;7.6,8.0,7.8,7.8
S063,2023-2024,10,10A2,Physics,7.0;5.6,5.3,5.0,5.46
S063,2023-2024,10,10A2,Chemistry,6.8;6.5,6.0,6.7,6.49
S063,2023-2024,10,10A2,Biology,7.5;6.8,6.8,6.5,6.77
S063,2023-2024,10,10A2,History,6.7;5.7,7.9,5.6,6.43
S063,2023-2024,10,10A2,Geography,6.8;6.4,7.8,7.4,7.29
S063,2024-2025,11,11B2,Math,6.9;7.8,5.1,6.7,6.43
S063,2024-2025,11,11B2,Literature,7.8;7.3,7.9,8.4,8.01
S063,2024-2025,11,11B2,English,7.6;6.0,7.1,7.9,7.36
S063,2024-2025,11,11B2,Physics,6.4;8.4,5.8,6.6,6.6
S063,2024-2025,11,11B2,Chemistry,6.3;6.6,5.9,8.4,7.13
S063,2024-2025,11,11B2,Biology,8.4;6.8,6.0,6.4,6.63
S063,2024-2025,11,11B2,History,8.2;7.0,6.2,5.3,6.21
S063,2024-2025,11,11B2,Geography,7.7;6.8,7.5,8.0,7.64
S063,2025-2026,12,12C1,Math,6.3;7.7,6.4,6.2,6.49
S063,2025-2026,12,12C1,Literature,5.7;6.3,7.6,7.0,6.89
S063,2025-2026,12,12C1,English,8.5;6.8,6.7,8.1,7.57
S063,2025-2026,12,12C1,Physics,7.4;6.5,7.0,5.4,6.3
S063,2025-2026,12,12C1,Chemistry,5.7;5.9,7.2,6.1,6.33
S063,2025-2026,12,12C1,Biology,8.1;5.8,5.7,7.7,6.91
S063,2025-2026,12,12C1,History,7.7;8.4,6.5,5.1,6.34
S063,2025-2026,12,12C1,Geography,7.6;5.8,5.8,6.3,6.27
S064,2023-2024,10,10A2,Math,7.9;7.7,7.5,7.2,7.46
S064,2023-2024,10,10A2,Literature,7.7;7.5,6.5,5.5,6.39
S064,2023-2024,10,10A2,English,8.4;5.6,7.9,5.7,6.7
S064,2023-2024,10,10A2,Physics,5.9;6.6,7.9,7.8,7.39
S064,2023-2024,10,10A2,Chemistry,7.6;6.5,5.7,8.3,7.2
S064,2023-2024,10,10A2,Biology,6.0;5.6,5.7,8.2,6.8
S064,2023-2024,10,10A2,History,6.4;5.6,7.2,8.2,7.29
S064,2023-2024,10,10A2,Geography,7.8;8.1,7.6,7.2,7.53
S064,2024-2025,11,11B1,Math,6.3;6.0,6.8,6.5,6.49
S064,2024-2025,11,11B1,Literature,7.6;5.6,6.7,7.3,6.93
S064,2024-2025,11,11B1,English,5.6;7.9,5.5,6.9,6.46
S064,2024-2025,11,11B1,Physics,7.0;6.8,5.1,6.1,6.04
S064,2024-2025,11,11B1,Chemistry,5.6;8.0,5.6,6.3,6.24
S064,2024-2025,11,11B1,Biology,6.2;5.8,5.4,6.5,6.04
S064,2024-2025,11,11B1,History,7.7;6.5,6.6,7.0,6.91
S064,2024-2025,11,11B1,Geography,6.9;6.6,6.7,5.1,6.03
S064,2025-2026,12,12C1,Math,7.0;5.9,6.8,7.7,7.09
S064,2025-2026,12,12C1,Literature,7.4;6.4,5.2,7.8,6.8
S064,2025-2026,12,12C1,English,8.5;5.6,6.4,8.2,7.36
S064,2025-2026,12,12C1,Physics,7.2;5.6,5.2,6.7,6.19
S064,2025-2026,12,12C1,Chemistry,6.4;7.8,5.2,5.2,5.74
S064,2025-2026,12,12C1,Biology,7.4;7.6,6.0,8.2,7.37
S064,2025-2026,12,12C1,History,7.2;7.1,5.6,7.8,6.99
S064,2025-2026,12,12C1,Geography,8.4;7.6,5.2,6.1,6.39
S065,2023-2024,10,10A2,Math,7.7;8.1,6.8,5.7,6.64
S065,2023-2024,10,10A2,Literature,5.7;7.6,5.3,8.1,6.89
S065,2023-2024,10,10A2,English,8.4;6.0,7.9,5.7,6.76
S065,2023-2024,10,10A2,Physics,5.6;8.3,8.0,7.3,7.4
S065,2023-2024,10,10A2,Chemistry,7.3;7.6,7.2,5.1,6.37
S065,2023-2024,10,10A2,Biology,6.2;7.8,7.5,7.4,7.31
S065,2023-2024,10,10A2,History,7.6;6.2,6.2,7.1,6.79
S065,2023-2024,10,10A2,Geography,6.6;7.7,5.4,6.8,6.5
S065,2024-2025,11,11B2,Math,6.0;6.6,5.1,8.2,6.77
S065,2024-2025,11,11B2,Literature,5.7;6.0,6.3,6.1,6.09
S065,2024-2025,11,11B2,English,7.0;6.8,6.8,7.5,7.13
S065,2024-2025,11,11B2,Physics,6.6;5.6,6.7,8.2,7.17
S065,2024-2025,11,11B2,Chemistry,5.9;8.2,6.0,5.9,6.26
S065,2024-2025,11,11B2,Biology,8.0;6.2,6.3,8.1,7.3
S065,2024-2025,11,11B2,History,6.2;6.3,6.4,5.7,6.06
S065,2024-2025,11,11B2,Geography,7.0;6.8,6.8,6.3,6.61
S065,2025-2026,12,12C1,Math,8.0;5.9,6.6,5.2,6.1
S065,2025-2026,12,12C1,Literature,6.3;5.5,6.1,7.1,6.47
S065,2025-2026,12,12C1,English,6.0;6.4,5.8,7.8,6.77
S065,2025-2026,12,12C1,Physics,6.2;7.8,5.6,8.5,7.24
S065,2025-2026,12,12C1,Chemistry,8.4;7.2,7.6,7.5,7.61
S065,2025-2026,12,12C1,Biology,5.6;6.2,7.4,6.5,6.59
S065,2025-2026,12,12C1,History,8.0;6.9,7.3,7.3,7.34
S065,2025-2026,12,12C1,Geography,6.1;6.2,6.8,5.6,6.1
S066,2023-2024,10,10A2,Math,7.4;6.3,7.9,5.1,6.4
S066,2023-2024,10,10A2,Literature,7.7;7.5,6.1,7.7,7.21
S066,2023-2024,10,10A2,English,5.8;7.8,5.3,5.6,5.86
S066,2023-2024,10,10A2,Physics,8.0;7.8,7.4,6.4,7.11
S066,2023-2024,10,10A2,Chemistry,7.9;7.2,7.0,7.9,7.54
S066,2023-2024,10,10A2,Biology,7.9;7.6,6.0,6.9,6.89
S066,2023-2024,10,10A2,History,6.5;7.0,5.5,5.8,5.99
S066,2023-2024,10,10A2,Geography,8.4;6.5,7.6,5.3,6.57
S066,2024-2025,11,11B1,Math,5.9;7.7,6.6,6.8,6.74
S066,2024-2025,11,11B1,Literature,6.9;6.3,5.6,7.0,6.49
S066,2024-2025,11,11B1,English,6.1;7.8,6.2,8.4,7.36
S066,2024-2025,11,11B1,Physics,8.4;6.4,6.0,7.1,6.87
S066,2024-2025,11,11B1,Chemistry,5.6;6.4,7.7,7.8,7.26
S066,2024-2025,11,11B1,Biology,6.1;6.4,7.5,5.2,6.16
S066,2024-2025,11,11B1,History,6.6;8.0,5.4,8.4,7.23
S066,2024-2025,11,11B1,Geography,7.2;8.4,5.9,7.6,7.17
S066,2025-2026,12,12C1,Math,6.2;5.6,6.1,8.3,6.99
S066,2025-2026,12,12C1,Literature,6.6;8.2,6.3,7.4,7.09
S066,2025-2026,12,12C1,English,6.7;7.4,6.0,8.0,7.16
S066,2025-2026,12,12C1,Physics,7.0;6.7,7.9,6.9,7.17
S066,2025-2026,12,12C1,Chemistry,7.0;6.3,7.4,7.4,7.19
S066,2025-2026,12,12C1,Biology,6.0;5.6,5.5,6.6,6.06
S066,2025-2026,12,12C1,History,7.1;5.7,7.5,7.3,7.1
S066,2025-2026,12,12C1,Geography,7.5;7.8,6.2,7.4,7.13
S067,2023-2024,10,10A1,Math,8.2;8.3,5.4,6.9,6.86
S067,2023-2024,10,10A1,Literature,6.7;5.9,7.5,8.1,7.41
S067,2023-2024,10,10A1,English,8.2;8.4,5.2,7.6,7.11
S067,2023-2024,10,10A1,Physics,6.3;7.9,5.5,7.1,6.64
S067,2023-2024,10,10A1,Chemistry,7.6;8.0,5.2,5.2,5.94
S067,2023-2024,10,10A1,Biology,7.7;5.8,6.6,8.4,7.41
S067,2023-2024,10,10A1,History,6.3;6.5,6.9,5.9,6.33
S067,2023-2024,10,10A1,Geography,7.6;7.9,7.8,6.6,7.27
S067,2024-2025,11,11B1,Math,7.2;6.0,5.7,6.6,6.34
S067,2024-2025,11,11B1,Literature,7.8;8.2,7.9,8.1,8.01
S067,2024-2025,11,11B1,English,5.7;8.4,7.5,7.9,7.54
S067,2024-2025,11,11B1,Physics,5.8;6.1,7.1,7.9,7.11
S067,2024-2025,11,11B1,Chemistry,6.3;6.1,6.1,7.7,6.81
S067,2024-2025,11,11B1,Biology,6.5;6.7,6.4,8.5,7.36
S067,2024-2025,11,11B1,History,6.5;6.1,7.6,6.3,6.67
S067,2024-2025,11,11B1,Geography,8.5;6.9,5.6,5.5,6.16
S067,2025-2026,12,12C1,Math,7.4;6.3,7.2,5.3,6.29
S067,2025-2026,12,12C1,Literature,8.4;7.9,7.8,7.5,7.77
S067,2025-2026,12,12C1,English,7.6;7.2,7.8,5.9,6.87
S067,2025-2026,12,12C1,Physics,8.3;7.4,6.1,6.6,6.81
S067,2025-2026,12,12C1,Chemistry,7.4;8.5,6.5,8.3,7.69
S067,2025-2026,12,12C1,Biology,6.6;6.8,6.6,8.1,7.27
S067,2025-2026,12,12C1,History,5.6;5.8,6.9,7.2,6.69
S067,2025-2026,12,12C1,Geography,7.1;5.7,7.1,5.6,6.26
S068,2023-2024,10,10A1,Math,6.2;6.9,6.2,5.2,5.87
S068,2023-2024,10,10A1,Literature,7.1;8.2,6.8,6.4,6.87
S068,2023-2024,10,10A1,English,7.4;7.0,6.1,8.3,7.36
S068,2023-2024,10,10A1,Physics,7.6;7.9,7.3,5.2,6.53
S068,2023-2024,10,10A1,Chemistry,6.7;5.6,6.9,7.1,6.77
S068,2023-2024,10,10A1,Biology,7.2;8.2,5.4,5.9,6.27
S068,2023-2024,10,10A1,History,6.2;7.1,7.8,8.2,7.64
S068,2023-2024,10,10A1,Geography,5.5;5.8,5.5,7.7,6.49
S068,2024-2025,11,11B2,Math,5.6;5.5,7.1,6.6,6.44
S068,2024-2025,11,11B2,Literature,7.2;7.7,7.0,5.8,6.61
S068,2024-2025,11,11B2,English,7.4;8.1,5.1,6.2,6.33
S068,2024-2025,11,11B2,Physics,5.9;6.0,6.1,5.9,5.97
S068,2024-2025,11,11B2,Chemistry,6.6;7.1,5.8,6.7,6.49
S068,2024-2025,11,11B2,Biology,8.5;6.0,6.5,8.5,7.57
S068,2024-2025,11,11B2,History,8.3;7.4,6.2,5.3,6.29
S068,2024-2025,11,11B2,Geography,5.7;8.4,7.6,7.9,7.57
S068,2025-2026,12,12C1,Math,6.9;8.5,6.2,6.5,6.76
S068,2025-2026,12,12C1,Literature,6.6;7.5,7.6,5.7,6.63
S068,2025-2026,12,12C1,English,7.7;6.4,7.8,5.3,6.51
S068,2025-2026,12,12C1,Physics,6.9;7.3,5.8,5.6,6.09
S068,2025-2026,12,12C1,Chemistry,5.7;5.9,6.6,6.6,6.37
S068,2025-2026,12,12C1,Biology,6.8;5.7,7.3,5.8,6.36
S068,2025-2026,12,12C1,History,8.4;6.8,7.7,8.0,7.8
S068,2025-2026,12,12C1,Geography,8.2;8.4,7.6,5.1,6.73
S069,2023-2024,10,10A2,Math,5.4;6.5,3.9,5.8,5.3
S069,2023-2024,10,10A2,Literature,5.2;5.2,3.6,4.2,4.31
S069,2023-2024,10,10A2,English,5.2;3.3,3.4,5.5,4.54
S069,2023-2024,10,10A2,Physics,4.5;6.2,5.2,3.3,4.43
S069,2023-2024,10,10A2,Chemistry,4.4;5.1,3.1,2.6,3.36
S069,2023-2024,10,10A2,Biology,3.7;5.8,5.5,2.7,4.09
S069,2023-2024,10,10A2,History,5.3;6.1,3.9,3.5,4.24
S069,2023-2024,10,10A2,Geography,6.2;5.1,3.1,3.4,3.96
S069,2024-2025,11,11B1,Math,4.7;4.0,5.6,4.5,4.77
S069,2024-2025,11,11B1,Literature,4.6;3.7,3.4,5.7,4.6
S069,2024-2025,11,11B1,English,5.1;5.0,5.8,4.7,5.11
S069,2024-2025,11,11B1,Physics,4.8;4.7,3.9,3.7,4.06
S069,2024-2025,11,11B1,Chemistry,3.9;4.8,3.3,5.0,4.33
S069,2024-2025,11,11B1,Biology,5.8;4.3,3.4,3.8,4.04
S069,2024-2025,11,11B1,History,5.3;3.5,5.8,3.2,4.29
S069,2024-2025,11,11B1,Geography,5.8;6.4,4.8,4.6,5.09
S069,2025-2026,12,12C1,Math,3.7;3.4,5.5,5.7,5.03
S069,2025-2026,12,12C1,Literature,4.5;5.9,5.6,3.6,4.63
S069,2025-2026,12,12C1,English,4.1;4.6,3.3,2.7,3.34
S069,2025-2026,12,12C1,Physics,5.6;4.2,5.1,5.4,5.17
S069,2025-2026,12,12C1,Chemistry,3.7;5.0,3.9,3.3,3.77
S069,2025-2026,12,12C1,Biology,4.0;5.5,4.1,5.8,5.01
S069,2025-2026,12,12C1,History,4.3;3.1,3.9,3.1,3.5
S069,2025-2026,12,12C1,Geography,3.2;5.6,3.6,4.4,4.17
S070,2023-2024,10,10A1,Math,8.3;6.1,7.2,5.2,6.34
S070,2023-2024,10,10A1,Literature,8.2;7.3,5.6,6.7,6.69
S070,2023-2024,10,10A1,English,7.3;7.0,6.0,7.7,7.06
S070,2023-2024,10,10A1,Physics,7.7;6.8,5.7,7.3,6.83
S070,2023-2024,10,10A1,Chemistry,6.4;7.4,6.1,8.0,7.14
S070,2023-2024,10,10A1,Biology,6.0;8.3,6.7,5.3,6.23
S070,2023-2024,10,10A1,History,7.9;6.7,5.1,8.3,7.1
S070,2023-2024,10,10A1,Geography,6.2;8.2,6.5,6.6,6.74
S070,2024-2025,11,11B2,Math,6.1;5.5,7.1,8.0,7.11
S070,2024-2025,11,11B2,Literature,7.7;5.6,5.9,7.2,6.67
S070,2024-2025,11,11B2,English,8.4;6.2,7.5,5.2,6.46
S070,2024-2025,11,11B2,Physics,6.3;6.2,5.7,7.8,6.76
S070,2024-2025,11,11B2,Chemistry,6.3;7.4,7.4,7.1,7.11
S070,2024-2025,11,11B2,Biology,8.3;6.2,5.3,6.2,6.24
S070,2024-2025,11,11B2,History,8.1;7.4,5.5,5.4,6.1
S070,2024-2025,11,11B2,Geography,6.7;5.8,7.4,5.3,6.17
S070,2025-2026,12,12C1,Math,6.2;7.8,5.6,6.2,6.26
S070,2025-2026,12,12C1,Literature,7.4;6.2,7.0,5.3,6.21
S070,2025-2026,12,12C1,English,6.1;6.6,6.4,6.4,6.39
S070,2025-2026,12,12C1,Physics,5.7;7.4,6.9,7.5,7.06
S070,2025-2026,12,12C1,Chemistry,7.5;5.8,5.3,5.2,5.64
S070,2025-2026,12,12C1,Biology,8.2;8.2,6.1,5.2,6.31
S070,2025-2026,12,12C1,History,7.3;7.4,7.6,8.2,7.79
S070,2025-2026,12,12C1,Geography,8.3;5.9,6.4,7.6,7.11
S071,2023-2024,10,10A1,Math,9.6;9.6,9.9,9.7,9.73
S071,2023-2024,10,10A1,Literature,8.3;8.8,8.5,9.6,8.99
S071,2023-2024,10,10A1,English,9.0;9.5,9.6,9.0,9.24
S071,2023-2024,10,10A1,Physics,8.0;8.8,9.3,8.7,8.79
S071,2023-2024,10,10A1,Chemistry,8.1;9.7,8.9,9.8,9.29
S071,2023-2024,10,10A1,Biology,9.4;8.2,9.4,9.3,9.19
S071,2023-2024,10,10A1,History,8.1;9.6,8.1,9.0,8.7
S071,2023-2024,10,10A1,Geography,9.5;8.8,8.8,8.8,8.9
S071,2024-2025,11,11B2,Math,9.7;9.6,9.5,9.6,9.59
S071,2024-2025,11,11B2,Literature,9.4;8.7,9.4,9.8,9.47
